afrikaans-afribooms-ud-2.6-200830 raw_text Tokens:99.82 Sentences:98.25 Words:99.82 UPOS:98.55 XPOS:95.42 UFeats:98.27 AllTags:95.33 Lemmas:97.52 UAS:90.34 LAS:87.93 CLAS:83.47 MLAS:80.33 BLEX:79.91
afrikaans-afribooms-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.70 XPOS:95.56 UFeats:98.41 AllTags:95.48 Lemmas:97.61 UAS:90.80 LAS:88.40 CLAS:83.96 MLAS:80.78 BLEX:80.31
ancient_greek-perseus-ud-2.6-200830 raw_text Tokens:99.97 Sentences:98.85 Words:99.97 UPOS:93.20 XPOS:86.01 UFeats:91.59 AllTags:85.27 Lemmas:86.81 UAS:79.57 LAS:73.90 CLAS:68.46 MLAS:54.80 BLEX:55.63
ancient_greek-perseus-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:93.24 XPOS:86.03 UFeats:91.62 AllTags:85.30 Lemmas:86.84 UAS:79.74 LAS:74.06 CLAS:68.57 MLAS:54.92 BLEX:55.72
ancient_greek-proiel-ud-2.6-200830 raw_text Tokens:100.00 Sentences:48.02 Words:100.00 UPOS:97.73 XPOS:98.04 UFeats:92.36 AllTags:91.01 Lemmas:94.71 UAS:79.98 LAS:75.99 CLAS:70.70 MLAS:60.15 BLEX:65.88
ancient_greek-proiel-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.91 XPOS:98.18 UFeats:92.59 AllTags:91.30 Lemmas:94.76 UAS:85.95 LAS:81.90 CLAS:77.27 MLAS:66.72 BLEX:71.84
arabic-padt-ud-2.6-200830 raw_text Tokens:99.98 Sentences:82.09 Words:94.58 UPOS:91.68 XPOS:88.96 UFeats:89.14 AllTags:88.65 Lemmas:90.36 UAS:78.86 LAS:74.85 CLAS:71.58 MLAS:66.06 BLEX:68.12
arabic-padt-ud-2.6-200830 gold_tok
armenian-armtdp-ud-2.6-200830 raw_text Tokens:99.92 Sentences:97.85 Words:99.34 UPOS:95.64 XPOS:99.34 UFeats:90.30 AllTags:88.94 Lemmas:94.45 UAS:85.07 LAS:79.97 CLAS:75.54 MLAS:66.54 BLEX:71.61
armenian-armtdp-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.11 XPOS:100.00 UFeats:90.90 AllTags:89.37 Lemmas:95.04 UAS:86.31 LAS:81.18 CLAS:76.30 MLAS:67.00 BLEX:72.22
basque-bdt-ud-2.6-200830 raw_text Tokens:99.94 Sentences:99.83 Words:99.94 UPOS:96.44 XPOS:99.94 UFeats:93.60 AllTags:91.69 Lemmas:96.40 UAS:87.24 LAS:84.15 CLAS:83.17 MLAS:74.97 BLEX:79.94
basque-bdt-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.48 XPOS:100.00 UFeats:93.64 AllTags:91.72 Lemmas:96.43 UAS:87.30 LAS:84.21 CLAS:83.22 MLAS:75.00 BLEX:79.96
belarusian-hse-ud-2.6-200830 raw_text Tokens:99.84 Sentences:78.70 Words:99.84 UPOS:96.14 XPOS:31.78 UFeats:82.07 AllTags:26.98 Lemmas:81.48 UAS:75.81 LAS:71.05 CLAS:66.37 MLAS:49.78 BLEX:50.93
belarusian-hse-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.39 XPOS:31.85 UFeats:82.19 AllTags:27.08 Lemmas:81.53 UAS:80.18 LAS:75.18 CLAS:70.16 MLAS:52.92 BLEX:53.60
bulgarian-btb-ud-2.6-200830 raw_text Tokens:99.91 Sentences:94.17 Words:99.91 UPOS:99.15 XPOS:97.19 UFeats:97.95 AllTags:96.84 Lemmas:97.97 UAS:94.35 LAS:91.61 CLAS:88.98 MLAS:85.92 BLEX:86.43
bulgarian-btb-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.27 XPOS:97.30 UFeats:98.05 AllTags:96.95 Lemmas:98.07 UAS:95.17 LAS:92.41 CLAS:89.72 MLAS:86.62 BLEX:87.17
catalan-ancora-ud-2.6-200830 raw_text Tokens:99.98 Sentences:99.43 Words:99.98 UPOS:99.05 XPOS:98.99 UFeats:98.63 AllTags:98.14 Lemmas:99.31 UAS:94.53 LAS:92.86 CLAS:89.89 MLAS:87.63 BLEX:89.24
catalan-ancora-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.09 XPOS:99.03 UFeats:98.67 AllTags:98.18 Lemmas:99.34 UAS:94.60 LAS:92.95 CLAS:90.00 MLAS:87.73 BLEX:89.35
chinese-gsdsimp-ud-2.6-200830 raw_text Tokens:90.29 Sentences:99.10 Words:90.29 UPOS:87.32 XPOS:87.20 UFeats:89.73 AllTags:86.54 Lemmas:90.29 UAS:72.68 LAS:70.32 CLAS:66.94 MLAS:63.38 BLEX:66.94
chinese-gsdsimp-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.32 XPOS:96.15 UFeats:99.43 AllTags:95.50 Lemmas:99.99 UAS:86.89 LAS:83.93 CLAS:82.61 MLAS:78.52 BLEX:82.60
chinese-gsd-ud-2.6-200830 raw_text Tokens:90.27 Sentences:99.10 Words:90.27 UPOS:87.27 XPOS:87.18 UFeats:89.74 AllTags:86.50 Lemmas:90.27 UAS:72.99 LAS:70.50 CLAS:67.21 MLAS:63.83 BLEX:67.21
chinese-gsd-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.30 XPOS:96.16 UFeats:99.42 AllTags:95.45 Lemmas:99.99 UAS:87.30 LAS:84.22 CLAS:82.85 MLAS:78.63 BLEX:82.84
classical_chinese-kyoto-ud-2.6-200830 raw_text Tokens:99.46 Sentences:46.22 Words:99.46 UPOS:90.91 XPOS:90.91 UFeats:93.43 AllTags:88.00 Lemmas:99.42 UAS:72.75 LAS:67.18 CLAS:66.03 MLAS:63.67 BLEX:66.02
classical_chinese-kyoto-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:93.55 XPOS:93.24 UFeats:95.01 AllTags:90.86 Lemmas:99.96 UAS:85.49 LAS:80.20 CLAS:79.28 MLAS:76.42 BLEX:79.25
coptic-scriptorium-ud-2.6-200830 raw_text Tokens:100.00 Sentences:35.97 Words:71.91 UPOS:69.61 XPOS:68.00 UFeats:63.06 AllTags:60.16 Lemmas:70.51 UAS:47.75 LAS:45.89 CLAS:36.22 MLAS:25.42 BLEX:35.81
coptic-scriptorium-ud-2.6-200830 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.15 XPOS:92.53 UFeats:87.75 AllTags:81.98 Lemmas:96.70 UAS:89.14 LAS:85.79 CLAS:78.98 MLAS:57.57 BLEX:76.42
